Using existing task list: /root/autodl-tmp/workspace/FastWAM/evaluate_results/libero_plus/create_only_test/tasks.txt
     libero_10_1022                                                                                                                                                                                                                                                                                put both moka pots on the stove view 0 0 186 0 0 initstate 0             0.00
     libero_10_1023                                                                                                                                                                                                                                                                                put both moka pots on the stove view 0 0 187 0 0 initstate 0             0.00
     libero_10_1024                                                                                                                                                                                                                                                                                put both moka pots on the stove view 0 0 188 0 0 initstate 0             0.00
     libero_10_1025                                                                                                                                                                                                                                                                                put both moka pots on the stove view 0 0 189 0 0 initstate 0             0.00
     libero_10_1026                                                                                                                                                                                                                                                                                put both moka pots on the stove view 0 0 190 0 0 initstate 0             0.00
     libero_10_1027                                                                                                                                                                                                                                                                              put both moka pots on the stove view 0 0 100 356 4 initstate 0             0.00
     libero_10_1028                                                                                                                                                                                                                                                                              put both moka pots on the stove view 0 0 100 356 6 initstate 0             0.00
     libero_10_1029                                                                                                                                                                                                                                                                              put both moka pots on the stove view 0 0 100 356 8 initstate 0             0.00
     libero_10_1030                                                                                                                                                                                                                                                                             put both moka pots on the stove view 0 0 100 356 10 initstate 0             0.00
     libero_10_1031                                                                                                                                                                                                                                                                            put both moka pots on the stove view 0 0 100 356 350 initstate 0             0.00
     libero_10_1032                                                                                                                                                                                                                                                                            put both moka pots on the stove view 0 0 100 356 352 initstate 0             0.00
     libero_10_1033                                                                                                                                                                                                                                                                            put both moka pots on the stove view 0 0 100 356 354 initstate 0             0.00
     libero_10_1034                                                                                                                                                                                                                                                                              put both moka pots on the stove view 330 0 100 0 0 initstate 0             0.00
     libero_10_1035                                                                                                                                                                                                                                                                             put both moka pots on the stove view 330 15 100 0 0 initstate 0             0.00
     libero_10_1036                                                                                                                                                                                                                                                                              put both moka pots on the stove view 331 0 100 0 0 initstate 0             0.00
     libero_10_1037                                                                                                                                                                                                                                                                             put both moka pots on the stove view 331 15 100 0 0 initstate 0             0.00
     libero_10_1038                                                                                                                                                                                                                                                                              put both moka pots on the stove view 332 0 100 0 0 initstate 0             0.00
     libero_10_1039                                                                                                                                                                                                                                                                             put both moka pots on the stove view 332 15 100 0 0 initstate 0             0.00
     libero_10_1040                                                                                                                                                                                                                                                                              put both moka pots on the stove view 333 0 100 0 0 initstate 0             0.00
     libero_10_1041                                                                                                                                                                                                                                                                             put both moka pots on the stove view 333 15 100 0 0 initstate 0             0.00
     libero_10_1042                                                                                                                                                                                                                                                                              put both moka pots on the stove view 334 0 100 0 0 initstate 0             0.00
     libero_10_1043                                                                                                                                                                                                                                                                             put both moka pots on the stove view 334 15 100 0 0 initstate 0             0.00
     libero_10_1044                                                                                                                                                                                                                                                                             put both moka pots on the stove view 335 15 100 0 0 initstate 0             0.00
     libero_10_1045                                                                                                                                                                                                                                                                              put both moka pots on the stove view 336 0 100 0 0 initstate 0             0.00
     libero_10_1046                                                                                                                                                                                                                                                                             put both moka pots on the stove view 336 15 100 0 0 initstate 0             0.00
     libero_10_1047                                                                                                                                                                                                                                                                              put both moka pots on the stove view 337 0 100 0 0 initstate 0             0.00
     libero_10_1048                                                                                                                                                                                                                                                                              put both moka pots on the stove view 338 0 100 0 0 initstate 0             0.00
     libero_10_1049                                                                                                                                                                                                                                                                             put both moka pots on the stove view 338 15 100 0 0 initstate 0             0.00
     libero_10_1050                                                                                                                                                                                                                                                                              put both moka pots on the stove view 339 0 100 0 0 initstate 0             0.00
     libero_10_1051                                                                                                                                                                                                                                                                             put both moka pots on the stove view 339 15 100 0 0 initstate 0             0.00
     libero_10_1052                                                                                                                                                                                                                                                                              put both moka pots on the stove view 340 0 100 0 0 initstate 0             0.00
     libero_10_1053                                                                                                                                                                                                                                                                             put both moka pots on the stove view 340 15 100 0 0 initstate 0             0.00
     libero_10_1054                                                                                                                                                                                                                                                                              put both moka pots on the stove view 341 0 100 0 0 initstate 0             0.00
     libero_10_1055                                                                                                                                                                                                                                                                             put both moka pots on the stove view 341 15 100 0 0 initstate 0             0.00
     libero_10_1056                                                                                                                                                                                                                                                                             put both moka pots on the stove view 342 15 100 0 0 initstate 0             0.00
     libero_10_1057                                                                                                                                                                                                                                                                              put both moka pots on the stove view 343 0 100 0 0 initstate 0             0.00
     libero_10_1058                                                                                                                                                                                                                                                                             put both moka pots on the stove view 343 15 100 0 0 initstate 0             0.00
     libero_10_1059                                                                                                                                                                                                                                                                              put both moka pots on the stove view 344 0 100 0 0 initstate 0             0.00
     libero_10_1060                                                                                                                                                                                                                                                                             put both moka pots on the stove view 344 15 100 0 0 initstate 0             0.00
     libero_10_1061                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 191 0 0 initstate 0             0.00
     libero_10_1062                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 192 0 0 initstate 0             0.00
     libero_10_1063                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 193 0 0 initstate 0             0.00
     libero_10_1064                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 194 0 0 initstate 0             0.00
     libero_10_1065                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 195 0 0 initstate 0             0.00
     libero_10_1066                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 196 0 0 initstate 0             0.00
     libero_10_1067                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 197 0 0 initstate 0             0.00
     libero_10_1068                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 198 0 0 initstate 0             0.00
     libero_10_1069                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 199 0 0 initstate 0             0.00
     libero_10_1070                                                                                                                                                                                                                                                     put the yellow and white mug in the microwave and close it view 0 0 200 0 0 initstate 0             0.00
     libero_10_1071                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 0 0 100 358 2 initstate 0             0.00
     libero_10_1072                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 0 0 100 358 4 initstate 0             0.00
     libero_10_1073                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 0 0 100 358 6 initstate 0             0.00
     libero_10_1074                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 0 0 100 358 8 initstate 0             0.00
     libero_10_1075                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 0 0 100 358 10 initstate 0             0.00
     libero_10_1076                                                                                                                                                                                                                                                 put the yellow and white mug in the microwave and close it view 0 0 100 358 350 initstate 0             0.00
     libero_10_1077                                                                                                                                                                                                                                                 put the yellow and white mug in the microwave and close it view 0 0 100 358 352 initstate 0             0.00
     libero_10_1078                                                                                                                                                                                                                                                 put the yellow and white mug in the microwave and close it view 0 0 100 358 354 initstate 0             0.00
     libero_10_1079                                                                                                                                                                                                                                                 put the yellow and white mug in the microwave and close it view 0 0 100 358 356 initstate 0             0.00
     libero_10_1080                                                                                                                                                                                                                                                 put the yellow and white mug in the microwave and close it view 0 0 100 358 358 initstate 0             0.00
     libero_10_1081                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 345 0 100 0 0 initstate 0             0.00
     libero_10_1082                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 346 0 100 0 0 initstate 0           100.00
     libero_10_1083                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 346 15 100 0 0 initstate 0             0.00
     libero_10_1084                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 347 15 100 0 0 initstate 0             0.00
     libero_10_1085                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 348 0 100 0 0 initstate 0             0.00
     libero_10_1086                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 348 15 100 0 0 initstate 0             0.00
     libero_10_1087                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 349 0 100 0 0 initstate 0             0.00
     libero_10_1088                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 349 15 100 0 0 initstate 0           100.00
     libero_10_1089                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 350 15 100 0 0 initstate 0             0.00
     libero_10_1090                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 351 0 100 0 0 initstate 0           100.00
     libero_10_1091                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 351 15 100 0 0 initstate 0             0.00
     libero_10_1092                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 352 0 100 0 0 initstate 0             0.00
     libero_10_1093                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 352 15 100 0 0 initstate 0             0.00
     libero_10_1094                                                                                                                                                                                                                                                   put the yellow and white mug in the microwave and close it view 353 0 100 0 0 initstate 0             0.00
     libero_10_1095                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 354 15 100 0 0 initstate 0             0.00
     libero_10_1096                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 355 15 100 0 0 initstate 0             0.00
     libero_10_1097                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 356 15 100 0 0 initstate 0             0.00
     libero_10_1098                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 357 15 100 0 0 initstate 0             0.00
     libero_10_1099                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 358 15 100 0 0 initstate 0             0.00
     libero_10_1100                                                                                                                                                                                                                                                  put the yellow and white mug in the microwave and close it view 359 15 100 0 0 initstate 0             0.00
     libero_10_1101                                                                                                                                                                                                                                                            please make sure the basket contains both the alphabet soup and the tomato sauce           100.00
     libero_10_1102                                                                                                                                                                                                                                                                                   place both the letter soup and the marinara in the hamper             0.00
     libero_10_1103                                                                                                                                                                                                                                        place both the noodlebased lettercontaining broth and the red pasta topping into the woven container             0.00
     libero_10_1104                                                                                                                                                                                                                                   for tonights dinner preparation remember to put both the alphabet soup and the tomato sauce in the basket           100.00
     libero_10_1105                                                                                                                                                                                                                                        before we start cooking dont forget to put both the alphabet soup and the tomato sauce in the basket           100.00
     libero_10_1106                                                                                                                                                                                                                                        the basket needs to contain both the alphabet soup and the tomato sauce could you handle that for me             0.00
     libero_10_1107                                                                                                                                                                                                                                 the recipe calls for these ingredients please put both the alphabet soup and the tomato sauce in the basket             0.00
     libero_10_1108                                                                                                                                                                                                                                                    place both the letterrich broth and the thick red vegetable puree in the woven container             0.00
     libero_10_1109                                                                                                                                                                                                                                                                  make sure the basket has both the alphabet soup and the tomato sauce in it           100.00
     libero_10_1110                                                                                                                                                                                                                                            put both the mixed letterbased broth and the red vegetablebased condiment in the woven container             0.00
     libero_10_1111                                                                                                                                                                                                                                                                           place both the letter soup and the marinara sauce into the hamper           100.00
     libero_10_1112                                                                                                                                                                                                                                          place both the liquid mixture featuring letters and the thick red puree inside the woven container             0.00
     libero_10_1113                                                                                                                                                                                                                                     on this lovely afternoon could you please put both the alphabet soup and the tomato sauce in the basket           100.00
     libero_10_1114                                                                                                                                                                                                                                                                              place the alphabet soup and the tomato sauce inside the basket           100.00
     libero_10_1115                                                                                                                                                                                                                             place both the soup containing lettershaped pasta and the red vegetablebased condiment into the woven container             0.00
     libero_10_1116                                                                                                                                                                                                                                             hey there before you leave please put both the alphabet soup and the tomato sauce in the basket           100.00
     libero_10_1117                                                                                                                                                                                                                                   after you finish with the vegetables please put both the alphabet soup and the tomato sauce in the basket             0.00
     libero_10_1118                                                                                                                                                                                                                                                                        make sure the basket contains the alphabet soup and the tomato sauce           100.00
     libero_10_1119                                                                                                                                                                                                                                                                 ensure that the basket contains both the alphabet soup and the tomato sauce           100.00
     libero_10_1120                                                                                                                                                                                                                                                                         place both the alphabet soup and the tomato sauce inside the basket           100.00
     libero_10_1121                                                                                                                                                                                                                                                                 place the letterthemed broth and the red condiment into the woven container             0.00
     libero_10_1122                                                                                                                                                                                                                                                                           place both the letter soup and the marinara sauce into the basket             0.00
     libero_10_1123                                                                                                                                                                                                                                                                        insert the alphabet soup along with the tomato sauce into the basket           100.00
     libero_10_1124                                                                                                                                                                                                                                            insert both the letterthemed broth mixture and the red cooked condiment into the woven container             0.00
     libero_10_1125                                                                                                                                                                                                                             place both the soup containing lettershaped pasta and the red vegetablebased condiment into the woven container             0.00
     libero_10_1126                                                                                                                                                                                                                                              the basket is looking empty could you fill it with both the alphabet soup and the tomato sauce           100.00
     libero_10_1127                                                                                                                                                                                                                                                                       place both the letter soup and the tomato condiment inside the basket             0.00
     libero_10_1128                                                                                                                                                                                                                                                          place both the letterthemed broth and the red pasta topping in the woven container             0.00
     libero_10_1129                                                                                                                                                                                                                                         put both the alphabet soup and the tomato sauce in the basket but dont touch the pasta boxes nearby             0.00
     libero_10_1130                                                                                                                                                                                                                                                 put both the alphabet soup and the tomato sauce in the basket but leave space for the bread             0.00
     libero_10_1131                                                                                                                                                                                                                                           as part of our meal prep we need to put both the alphabet soup and the tomato sauce in the basket             0.00
     libero_10_1132                                                                                                                                                                                                                                                                           place both the alphabet soup and the tomato sauce into the basket           100.00
     libero_10_1133                                                                                                                                                                                                                                     place both the liquid dish featuring letters and the red pasta topping into the woven storage container             0.00
     libero_10_1134                                                                                                                                                                                                                                            could you do me a favor and put both the alphabet soup and the tomato sauce in the basket thanks           100.00
     libero_10_1135                                                                                                                                                                                                                                                                           place both the alphabet soup and the tomato sauce into the hamper           100.00
     libero_10_1136                                                                                                                                                                                                                                 place both the canned soup labeled with letters and the red vegetablebased condiment in the woven container             0.00
     libero_10_1137                                                                                                                                                                                                                                        as requested earlier i need you to put both the alphabet soup and the tomato sauce in the basket now             0.00
     libero_10_1138                                                                                                                                                                                                                                             for proper organization we should put both the alphabet soup and the tomato sauce in the basket           100.00
     libero_10_1139                                                                                                                                                                                                                                                  place both the letterthemed broth mixture and the red pasta topping in the woven container             0.00
     libero_10_1140                                                                                                                                                                                                                                                      place both the letterthemed broth and the red fruit condiment into the woven container             0.00
     libero_10_1141                                                                                                                                                                                                                            when youre done with that task your next job is to put both the alphabet soup and the tomato sauce in the basket           100.00
     libero_10_1142                                                                                                                                                                                                    place both the noodlefilled dish featuring letters and the red condiment made principally of a garden vegetable into the woven container             0.00
     libero_10_1143                                                                                                                                                                                                                                      would you mind putting both the alphabet soup and the tomato sauce in the basket when you get a chance           100.00
